ccode,name,num_code,year,age,sex,population
GHA,Ghana,288,2024,32,male,240666.816
GHA,Ghana,288,2024,33,female,233843.55200000003
GHA,Ghana,288,2024,33,male,233568.736
GHA,Ghana,288,2024,34,female,229329.792
GHA,Ghana,288,2024,34,male,226580.704
GHA,Ghana,288,2024,35,female,224738.112
GHA,Ghana,288,2024,35,male,219581.44
GHA,Ghana,288,2025,15,female,224187.2
GHA,Ghana,288,2025,15,male,234770.4
GHA,Ghana,288,2025,16,female,327958.24
GHA,Ghana,288,2025,16,male,343488.96
GHA,Ghana,288,2025,17,female,393784.64
GHA,Ghana,288,2025,17,male,411684.16000000003
GHA,Ghana,288,2025,18,female,397135.84
GHA,Ghana,288,2025,18,male,413275.36
GHA,Ghana,288,2025,19,female,360034.08
GHA,Ghana,288,2025,19,male,371781.12
GHA,Ghana,288,2025,20,female,339344.16
GHA,Ghana,288,2025,20,male,353100.8
GHA,Ghana,288,2025,21,female,309319.36000000004
GHA,Ghana,288,2025,21,male,321484.64
GHA,Ghana,288,2025,22,female,286536.16
GHA,Ghana,288,2025,22,male,297436.64
GHA,Ghana,288,2025,23,female,280723.36
GHA,Ghana,288,2025,23,male,291134.24
GHA,Ghana,288,2025,24,female,285176.96
GHA,Ghana,288,2025,24,male,295543.68
GHA,Ghana,288,2025,25,female,283532.64
GHA,Ghana,288,2025,25,male,293496.16000000003
GHA,Ghana,288,2025,26,female,279145.44
GHA,Ghana,288,2025,26,male,288476.32
GHA,Ghana,288,2025,27,female,274174.24
GHA,Ghana,288,2025,27,male,282818.72
GHA,Ghana,288,2025,28,female,268089.43999999994
GHA,Ghana,288,2025,28,male,275990.72000000003
GHA,Ghana,288,2025,29,female,261358.24000000002
GHA,Ghana,288,2025,29,male,268418.08
GHA,Ghana,288,2025,30,female,254951.84
GHA,Ghana,288,2025,30,male,261069.92
GHA,Ghana,288,2025,31,female,248645.28000000003
GHA,Ghana,288,2025,31,male,253765.28000000003
GHA,Ghana,288,2025,32,female,242778.08
GHA,Ghana,288,2025,32,male,246513.28
GHA,Ghana,288,2025,33,female,237606.87999999998
GHA,Ghana,288,2025,33,male,239419.68
GHA,Ghana,288,2025,34,female,232917.91999999998
GHA,Ghana,288,2025,34,male,232431.84000000003
GHA,Ghana,288,2025,35,female,228146.88
GHA,Ghana,288,2025,35,male,225410.08
GHA,Ghana,288,2026,15,female,229429.408
GHA,Ghana,288,2026,15,male,240078.304
GHA,Ghana,288,2026,16,female,335589.85599999997
GHA,Ghana,288,2026,16,male,351217.312
GHA,Ghana,288,2026,17,female,402947.93600000005
GHA,Ghana,288,2026,17,male,420942.59200000006
GHA,Ghana,288,2026,18,female,406421.376
GHA,Ghana,288,2026,18,male,422604.03199999995
GHA,Ghana,288,2026,19,female,368511.42400000006
GHA,Ghana,288,2026,19,male,380217.76
GHA,Ghana,288,2026,20,female,347777.88800000004
GHA,Ghana,288,2026,20,male,361635.84
GHA,Ghana,288,2026,21,female,317335.072
GHA,Ghana,288,2026,21,male,329635.712
GHA,Ghana,288,2026,22,female,294012.832
GHA,Ghana,288,2026,22,male,305042.272
GHA,Ghana,288,2026,23,female,287602.43200000003
GHA,Ghana,288,2026,23,male,298072.19200000004
GHA,Ghana,288,2026,24,female,291431.776
GHA,Ghana,288,2026,24,male,301753.984
GHA,Ghana,288,2026,25,female,289066.624
GHA,Ghana,288,2026,25,male,298900.544
GHA,Ghana,288,2026,26,female,283828.76800000004
GHA,Ghana,288,2026,26,male,292950.56
GHA,Ghana,288,2026,27,female,278344.768
GHA,Ghana,288,2026,27,male,286759.04000000004
GHA,Ghana,288,2026,28,female,272296.128
GHA,Ghana,288,2026,28,male,280035.2
GHA,Ghana,288,2026,29,female,265943.712
GHA,Ghana,288,2026,29,male,272974.65599999996
GHA,Ghana,288,2026,30,female,259858.976
GHA,Ghana,288,2026,30,male,266080.16
GHA,Ghana,288,2026,31,female,253918.14399999997
GHA,Ghana,288,2026,31,male,259270.78399999999
GHA,Ghana,288,2026,32,female,248219.584
GHA,Ghana,288,2026,32,male,252373.82400000002
GHA,Ghana,288,2026,33,female,242866.464
GHA,Ghana,288,2026,33,male,245359.74399999998
GHA,Ghana,288,2026,34,female,237776.83200000002
GHA,Ghana,288,2026,34,male,238275.48799999998
GHA,Ghana,288,2026,35,female,232685.66399999996
GHA,Ghana,288,2026,35,male,231214.08
GHA,Ghana,288,2027,15,female,234671.616
